# Every result of one `yt-dlp ytsearch400:#ESAWinter21`, recorded
# 2026-09-01 for issue #75. This is the whole candidate set the
# event can offer, decoys and other years included - a harder set to
# rank than the six hits a live `ytsearch6:<game> #tag` returns, and
# one that costs no YouTube request to re-run.
video_id,duration,title
2FH7UBpxPe4,6535,LEGO Indiana Jones: The Original Adventures [Any% (No 0HP)] by LaserTrap_ - #ESAWinter22
U5gKQZYZIvw,3042,Spongebob's Truth or Square [Any% (No LSG)] by jackalacka - #ESASummer21
i8jnh5jJcvk,1689,Aperture Tag [Any%] by Msushi100 - #ESASummerOnline
MC4P0PnSxW8,10073,The Evil Within 2 Any% by StevieBlu [FR] ESA Winter Marathon 2019
0LXx1jiRx8M,12224,DOOM (2016) Nightmare 100% Speedrun | Practicing for ESA Winter 2020
efSOmsC6V-I,1533,ESA Winter 19 Submission Video - Yoshi's Story All Melons 1-Lap by LoveBot
LmQVP-2lpFs,11699,The Legend of Zelda: Twilight Princess [Any%] by definitelynotfx - #ESAWinter22
EGGw7w2J7K8,2179,Max Payne 2: The Fall of Max Payne [Any% (Dead on Arrival)] by Mattmatt - #HEK21
E1gfTC5L2M4,72,Sidney Crosby Shrugs Off Esa Lindell And Buries His Own Rebound
O85EN_bAS4k,1325,Bugsnax [Any%] by zoton2 - #ESAWinter22
75m3EB9U9bE,2507,"Super Mario 64 [70 Star (Non-Stop, Randomizer)] by 360chrism - #ESAWinter22"
zYMas63WGMA,10617,The Legend of Zelda: Skyward Sword [Any%] by Pikastroff - #ESAWinter20
BlHcC1S8FOo,4592,Harry Potter and the Goblet of Fire [Any%] by Kaethil and Rasschla - #ESAWinter23
UZlWE5ellnQ,1878,Legacy of Kain: Defiance [Any%] by Mekarazium - #ESASummerOnline
avBriN2VjD8,5471,Yooka-Laylee and the Impossible Lair [24 Bees / No Tonics] by BigJon - #ESAWinter20
Yy1H_kX-AJY,21223,Grand Theft Auto: San Andreas – The Definitive Edition [Any% (No Major Glitches)] - #ESAWinter22
710HtEmQv-o,3200,Destruction Derby 2 [All Races (Stock Car)] by TweedyJono - #ESASummerOnline
O4GtwoCjgjo,11227,#ESAWinter19 Speedruns - Mario Party 6 [All Boards - Weak Difficulty] by Fuzzyness
z_cPXxq9ud0,4207,"Hades [50 Heat (Unseeded, Unmodded)] by Ya-GG - #ESAWinter23"
R1ARUErEvNE,838,Dexter: The Game [Any%] by Mattmatt - #HEK21
F5jo6GhvPfg,2001,Hot Wheels: Beat That! [All Tournaments] by Stachemallow - #ESAWinter26
2pjy3CO3bd8,1019,The Haunted Island Any% by Makkebakke [FR] ESA Winter Marathon 2019
6cLV98KVSIg,2772,Transistor [Any%] by KassXCII - #ESAWinter23
dWd5VSYtkX4,1801,Moonbase Alpha [2P (Co-op)] by CovertMuffin and Sajiki - #ESASummer21
p2xi-cF2-CU,5053,Marathon Speedrun #80 | ESA Winter 2024 | Sonic Dream Team | Any% Race vs @kingrhodestn9232
rfLwR0fQPc0,2223,"Star Wars: Jedi Knight - Jedi Academy [Any% (No SL, EB)] by Sajiki - #ESAWinter23"
87qTWgsQLiE,26014,The Legend of Zelda: Twilight Princess [100%] by nukiedog - #ESAWinter23
PThgmEZJQak,8502,Elden Ring [All Remembrances (Glitchless)] by catalystz - #ESAWinter23
CAh17b5ttwo,1979,Bloodstained: Curse of the Moon [Any% (No OoB)] by AEtienne - #ESAWinter23
VFZvjz_AOtw,1634,Jet Set Willy [Any%] by DigitalDuck - #ESASummerOnline
IOcEH4g-6Uc,3780,GTA: Vice City Any% no SSU by English_Ben [FR] ESA Winter Marathon 2019
2AkBh3cA_cc,2869,"StarCraft: Remastered [Any% (Terran, No Dialogue Skips)] by GoShoxTV - #ESAWinter23"
bhIy3jnQrwU,5860,Mario Kart World [All Grands Prix] by hypnoshark - #ESAWinter26
AGauKju2fg8,4507,Super Mario Bros. 3 [100%] by mitchflowerpower - #ESASummer21
oJUXZpWvUeU,1658,The Slater Any% Glitchless by Truljin [FR] ESA Winter Marathon 2019
RGmgt8jD5Ws,286,Opening Speech [Speech] by Edenal - #ESAWinter22
As8250C-BQI,4055,RE2 (2019) Claire B by Distortion2 [FR] ESA Winter Marathon 2019
45UoEPYOwo4,2419,Metal Gear Solid V: Ground Zeroes [NG+ (Stealth & No Kills)] by OneCoolManXOF - #ESAWinter21
eIh18cF9H_A,8873,Super Mario 64 [120 Star (Randomizer)] by 360Chrism - #ESAWinter20
5XNMmD_GN9w,1510,Timeline [Any%] by havrd - #ESASummerOnline
d34i4laRj2M,3028,Crash Bandicoot N.Sane Trilogy [Crash 3 (Reverse Warp Order)] by Murcaz - #ESAWinter23
DM5Ax2QmO3M,1370,Bugsnax [Any%] by BBGingaNinja - #HEK21
oM2r2M9cnwU,5272,Rayman 2: The Great Escape [Any%] by Glackum - #ESAWinter20
CDso3RsjYfk,1622,#ESAWinter18 Speedruns - Knytt Stories [All Expansion Levels] by DonDoli
BIW2J6JaI3o,14271,Need for Speed: Most Wanted [Any%] by KuruHS - #ESAWinter21
mbBFpNLZT6E,1539,Blackstar's (Genetically Realistic) Family Tree [CC]
rB6cs3QawVg,5645,Nioh [All Main Missions LVL1] by AxelSaGo - #ESAWinter20
d1dfmuyNFSo,1629,Jak 3: The Journey Back Gold Edition [Any% (All Cutscenes)] by ThaRixer - #ESAWinter23
lB8bKUHoC8k,5105,Bowser's Fury [100 Shines (No Amiibo)] by Riekelt - #ESASummer21
PSv8kB_2PBA,6153,"Resident Evil 5 [NG+ (No 1-1, No Rocket, AMA)] by Aeshmah_ and TaintedTali - #ESAWinter23"
oRat2VUk5Z0,3542,Celeste [True Ending] by Psyched_SR - #ESAWinter20
R2pViwALnj8,2813,"Minecraft [Random Seed (Glitchless, 1.16+, 30 FOV)] by Sizzler - #ESASummer21"
tdP43hdvl-M,7327,Clubhouse Games: 51 Worldwide Classics [Win All Games] by 360Chrism - #ESAWinter21
KfDokiqkw6g,477,SpongeGlock SquarePants [100%] by BlackbeltGingaNinja - #ESASummer21
JNw5TPYuvPw,3899,Trackmania [Community Maps Showcase] by Rastats - #ESAWinter22
od9grZ-OaDI,2781,Mega Man X4 [100% (Zero)] by ThaRixer - #ESAWinter24
k-zGyh1VK1k,1771,Youyou Kengeki Musou [100% (Hard)] by naro - #ESAWinter22
SIFWNKHFNhY,2120,Evergate [Any% (Unrestricted)] by SunnymuffinSR - #ESAWinter22
-uYQwws2puc,2412,Dishonored [Any% (Yes)] by Cropax - #HEK21
TAMXL3zsS2k,5355,"The Elder Scrolls V: Skyrim [Main Quest (Glitchless, Novice)] by TODDs_Telemedien - #ESAWinter23"
xcFbyuzd9S8,201,aespa 에스파 'Switchblade (Feat. Ty Dolla $ign)' MV
VjRmfQZ-2WY,14802,Crowd Controlled Chaos Mod | ESA Winter 2020 Chaos Mod Crowd Control Speedrun Part 2
To8nNE5ptB4,5007,Grand Theft Auto: Vice City Tightened Vice Speedrun - ESA Winter 2023
SeqdKQQSNuk,2912,Castlevania: Dawn of Sorrow [All Bosses (No Memory Corruption)] by Diagongdx - #ESAWinter21
yvSkEknMtTo,14282,Skies of Arcadia: Legends (PRE-SHOW) [100%] by Pengyy - Part 1/6 - #ESAWinter21
nliYfGADISI,69,Philipp Kurashev Credited With Goal After Esa Lindell Redirects Puck Into Own Net
0yHSdx07WQw,3611,Be-Music Source [Single & Double Play Exhibition] by beachsidebunny and chazoshtare - #ESAWinter21
9oe2A2K9IIo,6687,Splatoon [All Scrolls (Dance Pad)] by PeekingBoo - #ESASummerOnline
kiUS4ZCTw6g,2301,Cat Quest [Any% (Old Patch)] by UnintendedChaos - #ESAWinter24
IykNxgRT9CQ,118,Dave Williams vs Esa Tikkanen
b447a1jPmW8,3746,"Teenage Mutant Ninja Turtles: Shredder's Revenge [Arcade (Chill, Raphael)] - #ESAWinter23"
DMEqH6EFPcc,747,"The NEXT BIG Trade: Deep Dive Into Gold, Silver, Oil And Natural Gas"
yOU1f1P2dpM,12972,Alan Wake 2 par TaintedTali [ESA Winter 24]
bUkM6_zuX4Q,1620,Blitz Breaker [Any%] by Thextera_ - #ESAWinter20
7FkNDhjhSu8,6336,Metal Gear Solid 2: Sons of Liberty [All Dog Tags (Extreme)] by Brakk0n - #ESAWinter23
4rrfXZet0tI,702,Let's Be Real About Kobbie Mainoo...
ikTL6CHENi8,1031,#ESAWinter18 Speedruns - Chakan: The Forever Man [Any%] by EdenalSDA
Fj-q7o_2umc,1041,Frog & Spiders [Score Exhibition] by eerokurkisuo - #HEK21
_RbAH30qpHU,1363,Lemma [Any%] by Drunkenshoe - #ESASummerOnline
S_u221ecm-E,41191,The Nine Lands Return to Dust | MULTI SUB
D0hHF4lhM_A,7640,Grand Theft Auto: The Ballad of Gay Tony [Any%] by ultimaomega07 - #ESAWinter22
E5KaW9nqu6s,1479,kuso [100% (LOVE + kuso)] by Paulister - #ESAWinter20
DipNM1xrrLQ,7231,Captain Toad: Treasure Tracker [All Gems] by GreenSnowDog - #ESAWinter24
6bFUvNehcA4,9044,Crash Bandicoot: N. Sane Trilogy [Any% (Full Trilogy)] by murcaz - #ESAWinter22
0ThpGuyCJDU,1640,"Bloodstained: Curse of the Moon [Any% (Ultimate, No-OoB)] by TheBlacktastic - #ESAWinter20"
AKL3fj58mZI,1304,Snow Cabin's First Summer + A Surprise Underground Project
7M_66XE9th8,1887,Blazing Chrome [Arcade Mode (Normal) - Gun] by Kirthar - #ESAWinter20
jfXmrseJG3s,1859,Fallout: New Vegas [Glitchless] by jabo - #HEK21
UNApxfQHEFU,1917,Q.U.B.E. [Any%] by etho - #ESAWinter20
ZIpmMQ0ioqw,5771,Resident Evil 7: Biohazard [Any% (NG+)] by NicowithaC - #ESAWinter22
TdPF2k3IO3s,4109,Tomb Raider (2013) [Any% (no DLCs)] by Cadarev - #HEK21
FcbRzTEjN_I,3082,Broforce [Arcade Mode (Normal)] by KillerChair - #ESAWinter23
YlsMsj8J6Yg,4715,Splatoon 3 [Any% (Restricted)] by Crisisaurus - #ESAWinter23
levZ0IIsd1g,4711,"Resident Evil 6 [NG+ (Amateur, Jake)] by TaintedTali and nicowithac - #ESAWinter23"
TSF81sNgp5M,912,Underworld Ascendant [Any%] by Hippienator - #ESAWinter23
JEm3ClTJb_U,6608,Tiger Woods PGA Tour 2005 [Complete All Courses] by hypnoshark - #ESAWinter26
kJ4yh0lGadA,3201,Raskulls [Any%] by SteveTVOnline - #ESASummerOnline
aLRJY1tQVnA,990,#ESAWinter19 Speedruns - Grand Theft Auto: Chinatown Wars [Any%] by Joshimuz
HN_C50oHhtU,1818,GTA: Vice City ACE Showcase by gaeldemarseille [FR] ESA Winter Marathon 2019
ZOA6ErVKv0c,2149,Deltarune (Any% NG+) #UKSGAutumn19
LUwXGqcT5Ik,6755,Super Mario Odyssey [Any%] by EVERYONE - #ESAWinter23
qN74_EDmzC4,7551,"Need For Speed: Carbon [Any% (Career, New Game)] by cousin - #ESAWinter22"
vSJEyi6-W3Q,1315,Ninja Combat [Easy Clear] by Riekelt - #ESASummerOnline
1shmw3iPwdc,200,Esa Morena
WfEsgkD2r7o,2568,MediEvil: Resurrection [Any%] by desa - #ESAWinter22
tgcNVMwyzJc,3546,#ESAWinter19 - Ryedawg's Chatterbox - Day 5 with guest Maral
_A1xPhdCIMo,2355,The Swapper [Any%] by Zet - #ESASummerOnline
Xf3ZCVQw9Fc,3143,Jak & Daxter: The Precursor Legacy [All Flies] by Stellar - #ESAWinter23
7dU2gM7xAxc,10834,"Nioh 2 - The Complete Edition [All Main Missions (w/ DLC, Featherless)] by AxelSanGo - #ESAWinter21"
24xM-3cgREo,5507,OpenTaiko par ugyuu [ESA Winter 24]
t-t49yan-Q0,960,Tetris Attack - V-Hard by Wiredwicky [DE] ESA Winter Marathon 2019
0Hi7BHz4IB0,1572,Refunct [All Main Categories (No Low%)] by sladke - #ESASummerOnline
-ysSHKKKcyo,13169,Saint's Row [Any%] by Joe - #ESASummer21
zm-sr75hpbE,10774,"【MULTI DUB】She Hid Her Crush for 3 Years, Then Learned He Loved Her Since High School!"
h8IaeIykjf0,861,Driv3r [All Timmy Vermicellis (Miami)] by Viper - #ESAWinter24
Lq2a4urtM4w,3334,Dustforce DX [16 Red Keys] by rekseee - #HEK21
ovAXM-MUT14,5812,Prince of Persia: The Sands of Time  [Any% (No Major Glitches)] by Jaka - #ESAWinter22
HSozmnhZs00,2621,Blaster Master 2 [Any%] by BigJon - #ESAWinter20
ATB0zPnvwDc,1828,Super Mario 64 - TAS Showcase by fplush [ES] ESA Winter Marathon 2019
4Zd8qMYTqCI,17868,Grand Theft Auto: Vice City [100%] by Mhmd_FVC - #ESASummer21
XjzJ5otI3zQ,13513,Final Fantasy V [Any% (English)] by bichphuongballz - #ESAWinter20
F6Cm4ZS1w2w,11893,The Legend of Zelda: Tears of the Kingdom par 5eil [ESA Winter 24]
SRX-VZp8vtA,2975,"Kingdom Hearts Birth by Sleep Final Mix HD [Any% (Aqua, Critical, Level 1)] - #ESAWinter22"
8sqCwDsehf8,2303,Darkest Dungeon - Boss% Necromancer by Tricr0w [DE] ESA Winter Marathon 2019
MyliwRRyl2w,17051,Love Live! Superstar!! Complete Season 1 | Special Watch Party Event | 7 Days Only
dHSUhZDOsjw,7136,Darkest Dungeon [Blackout Bingo (Coop)] by Tricrow and RebelDragon95 - #ESAWinter23
8imyx68I33s,1268,My Friendly Neighborhood [Any%] by Hippienator - #ESAWinter24
5lzqPb23i4E,8961,"Dumped Guy Wake Up as Billionaire’s Son—Next Sec,$100B Drop From Above,Beautiful CEOs Chase!"
RMj2rq-Rxps,6351,Red Dead Redemption 2 [Horseshoe Overlook (Chapter 2)] by FreshRigi - #ESAWinter22
_u2JvebyDDk,1227,Contra: Hard Corps [Browny Lab / Surrender Route (JPN)] by GreenalinkSDA - #ESAWinter23
9-WVSx3cByM,56891,Persona 5 (PRE-SHOW) [True Ending (Hard)] by Neviutz - #ESASummer21
GEpPqndkW14,3262,"Spyro Reignited Trilogy [Any% (Spyro The Dragon, NBS)] by NostTW - #ESASummerOnline"
Vxd83euS5WU,25444,"Xenoblade Chronicles 3 [Any% (Normal, w/ DLC)] by Plexa and quadraaceps - #ESAWinter23"
RSu4YEzmdls,2343,Katana Zero [Hard Mode] by yisk - #ESAWinter20
rKI_et-VX1U,520,Grand Theft Auto: Chinatown Wars - Any% by Joshimuz [ES] ESA Winter Marathon 2019
1Df8A2kQ5cU,241,Procol Harum - A whiter shade of pale (subtitulado en español)
2MYskNmsRyg,2590,Crash: Mind Over Mutant par Kobaltski [ESA Winter 24]
fMXj3BJaM7g,6833,"I Was the Weakest Mage in the Village, Until I Learned the Truth About Aether (Part 1)"
WRxe8ZV2ny4,7484,Super Mario Odyssey par Dansta2106 [ESA Winter 24]
jW81OGYK62c,4657,#ESAWinter19 Speedruns - Pokémon Trading Card Game [Any% With Tutorial] by Raagentreg
tBvZ8qaapwI,4381,Boktai 2: Solar Boy Django par Drakodan [ESA Winter 24]
BK9NtN25t0U,216,Winter Will Always Be Yours
xo0Wp-D6saI,1281,Streets of Rogue [Any%] by Flick - #ESAWinter26
gormnV3rEIE,17155,"Rayman Series par Thextera_, Destabilize, redbirdo,Markovic, Kobaltski, Torsinn [ESA Winter 24]"
