# Every result of one `yt-dlp ytsearch400:#ESASummer24`, recorded
# 2026-09-01 for issue #75. This is the whole candidate set the
# event can offer, decoys and other years included - a harder set to
# rank than the six hits a live `ytsearch6:<game> #tag` returns, and
# one that costs no YouTube request to re-run.
video_id,duration,title
iZyNa9jUIsk,3798,Essa TikTok comp | extra long | 1 hour of TikToks | none are mine
B_qoLQe8ngM,1086,EAT GIRL [Any%] by frozenflygone - #ESASummerOnline
s1jKSyj7WEc,2553,ESA Summer 2025 - PlayStation Nation Supercut
ZRtK-a6O3CQ,1215,Sonic Suggests [Any% Tutorial] by ChZdk and DreeGon - #ESASummer24
vSJEyi6-W3Q,1315,Ninja Combat [Easy Clear] by Riekelt - #ESASummerOnline
k-bih2_ywKg,1069,Yoshi's Story [Any% (JP)] by LoveBot - #ESASummerOnline
VdXfdXDzFKw,4609,Devil May Cry 3: Special Edition [Any% (Normal)] by Waifu - #ESASummerOnline
xLhun2NBUKU,1173,My Final Speedrun of NFS Heat! ESA Summer 2020 - Hard Any% w/ DLC (Highlights)
gLuth9hvZoA,19629,"ESA Summer 2026 submission. 4 man Zelda Multiworld. (Archipelago w/ Chrisoofy, Whitefire, Tompa.)"
ilvQH_T5oNw,13310,Pokémon Crystal [Manipless] by AEtienne - #ESASummer24
1_9Aybx0LS4,3059,Resident Evil 2 [Any% (Leon A)] by MattRPD - #ESASummerOnline
-UEY_uCeFhs,2620,Subnautica [Any%] by salvner - #ESASummer23
yjTySRhIQz0,1355,Sonic Adventure DX: Director's Cut [Amy's Story] by ChZdk - #ESASummer24
50oQHWo2MK8,3323,Mirror's Edge [Any%] - #ESASummer24
8d8N6L_WsIo,2102,Lara Croft and the Guardian of Light [Any% NG+] by RandomPinkBunny - #ESASummer24
ioM5SHPQajM,1102,Touhouvania 2 [Hard] by Shadax - #ESASummer24
btjT_spujdE,1591,BLINDFOLDED Ring Fit Adventure [Beat World 1 (Intensity 30)] by ventifer - #ESASummerOnline
43j9IDPB0ZM,4595,Mega Man X7 [Any% (NG)] by FocusSight - #ESASummerOnline
-YbT0ml0gjA,988,Obama [All Bosses] by CodeNameMeteor - #ESASummer24
O4sGzujLARk,2651,Prince of Persia [Any% (No Exit Glitch)] by LichtWirbelwind - #ESASummer23
sIcYDPE1ZII,2023,SKYGUNNER [Femme%] by quino_w - #ESASummer21
rhTqDa2sSWY,5313,Super Mario Bros. 3 [100% Coop] by Lui and AliceHK8 - #ESASummer24
5JVTXAZ-iTM,1238,Munch Mobile [Score Demonstration] by EeroKurkisuo - #ESASummerOnline
lfy78r0hgf0,763,ESA Summer 2019: フィナーレ
ee1gu2pbEoI,268,Opening Speech #ESASummer21
rRthcTIjeec,3305,Crash Bandicoot 2: Cortex Strikes Back [Any% Powermod] by Alaapo - #ESASummer24
P8Xrags-nVU,24257,Summer ESA Tournament Room: Final Fantasy XIII (Any% Relay Race) Team DS4 vs. Team XONE
egSMD-5D1S0,956,MASAGORO [Any%] by swordfish4649 - #ESASummer21
YahUfQf2A1c,4640,Mario Party 3 [Blindfolded Showdown Match] - #ESASummer23
hzF0lJEmaI0,3859,Furi [Speedrun Mode (Furier)] by AEtienne - #ESASummerOnline
TWawIXJQ1yk,1236,Chuckie Egg [Complete Level 16] by TinyTim78 - #ESASummer24
oP6PwIF6MVA,2369,Mega Man 5 [Any%] by prisiii3 - #ESASummer24
0nLPcaz3lyY,3978,Simon the Sorcerer [Any%] by Racooze - #ESASummerOnline
w1hNimeT9L0,195,SUMMER SESSION-ESA FINGERBOARD-2015
2VpygnSMzuE,3281,Saru Getchu: Saru Saru Daisakusen [Any%] by SRGTSilent - #ESASummerOnline
yVqiFUiU_7c,6879,Diddy Kong Racing [100%] by tridenttail - #ESASummerOnline
maUB9z6lBAw,1797,Marathon Speedrun #66 | ESA Summer 2023 | Sonic CD (2011) | Sonic Beat The Game Race vs @Argick
uUGMgyW9db0,1462,Ghosts 'n Goblins [Any% NES (2 loops)] by Laxxus - #ESASummer24
a2RmWQQxF0M,6802,Need for Speed Heat [Any% (w/ DLC)] by KuruHS - #ESASummerOnline
RgmSB-upH2A,155,ESA launches summer fire prevention campaign
OXskBb1M83Q,6638,"Bayonetta [Any% (Normal, No Infinite Flute Glitch)] by Galasrinie - #ESASummerOnline"
d44C703NrBc,17313,Final Fantasy X-2 - Any% Speedrun Race at ESA Summer 19
ZQ3qR3M-x78,2112,Tony Hawk's Underground 2 Speedrun - ESA Summer 2018
rQjoz1_f51k,2736,"Cuphead Low% (Expert, Current Patch) submission for ESA Summer 2019"
iKGWjI2RITE,1754,Sonic the Hedgehog 2 [Any% (Sonic)] by SuperSonic71087 - #ESASummerOnline
ZZLxlDRK8_8,2592,DOOM (2016) [Any%] by heny - #ESASummer21
3AR-6vg8M6E,830,Splash pad ! Elsa & Anna toddlers - surprise - water fun - games
4aQSAd6lsPQ,5107,#ESASummer18 - God of War [Any% (NG+)] - by ThaRixer
62tjHP6Qg5k,684,Magic Wand [Any%] by SarthTheSnek - #HEK20
d4noy74Dkyw,855,goodbye to all that (summer)
KXNUVwnCdbE,870,"Super Mario Bros.: The Lost Levels [Any% (8-4, Mario)] by Tecate - #ESASummerOnline"
wKemvKp0HxI,1722,#ESASummer18 - Crash Bandicoot 2: N-Tranced [Any%] by CDRomatron
Uo45bD0yw54,198,Basic Animation Design DKV Esa Unggul ( Summer secret and the Adventures of Chloe & Xavier )
1b7tEq3yMIg,1771,Tomb Raider: The Last Revelation [Any%] by Cadarev - #ESASummer24
5jCDdhepz_U,3332,Summer ESA Tournament Room - Super Mario Bros. Battle Royale
s9yjc5bHlZA,3711,1+ hour long essa TikTok comp | none are mine | credits to original owners | thanks for almost 1k!
WQtorg33AZI,6021,Tony Hawk's American Wasteland [Story Mode (Sick)] by English_Ben - #ESASummer21
M3y7kOGRdqk,2642,SSX 3 [All Single Events (Platinum)] by Daggy898 - #ESASummerOnline
SkVKdoN1icc,5421,"ELI Summer School Session 1: NEPA, ESA, and the Fundamentals of Environmental Law"
-jm7VRDyMQ0,3040,Wario Land 3 [Any%] by ToreLehmann - #ESASummerOnline
CaDvqy2trIM,160,ESA Productions - Summer 2013
G-se_pULJdA,43192,[Part 2/3] Final Fantasy IX [Vivi% (Solo Character Challenge)] by MrMizzow - #ESASummer25
3-Y_BtG8WWs,775,ESA Summer 2021 - Super Smash Bros. Melee от Bubzia за 11:02
bon-Z_DsOIY,12698,Pokémon Black [Any%] by Cosmolax - #ESASummerOnline
fe9GE0SaP6c,14485,Golden Sun [Any% (No S&Q)] by BOWIEtheHERO - #ESASummerOnline
iQQOmZi9Pvs,4573,ESA Summer 2018 FULL SCHEDULE REVEAL!
-ysSHKKKcyo,13169,Saint's Row [Any%] by Joe - #ESASummer21
uZ3_XrO41Fs,3418,Drome Racers Speedrun | All Challenges New Game+ | ESA Summer 2019 submission video
pvgkuDBx3zE,7734,Final Fantasy Crystal Chronicles [Any%] by Neviutz - #ESASummerOnline
3clJn4lI71Y,9272,Grand Theft Auto: Vice City All Missions Speedrun - ESA Summer 2022
9G4KvwaI8kc,786,Pool party ! Elsa & Anna toddlers - floaties - water splash - slides - Barbie dolls
z1-AzQmelok,1659,ESA Summer 2021 - Super Robo Blast 2 от Lemin за 24:10
Yy1H_kX-AJY,21223,Grand Theft Auto: San Andreas – The Definitive Edition [Any% (No Major Glitches)] - #ESAWinter22
jhZaIcfbVFY,9733,Crash Bandicoot 4: It's About Time [All Clear Gems] by CookieNaval - #ESAWinter23
f7sMTMmYK0o,17943,Final Fantasy XIII [Any%] by Kayarune - #ESASummerOnline
xsS26z5ouo0,3686,Yooka-Laylee and the Impossible Lair [24 Bees] by hedweg - #ESASummer24
w_dTCyqIYIw,261,Greenalink and Friends vs SMASHBOT x TASBOT Fox (ESA Summer 2023 - Super Smash Bros Melee highlight)
2vZCoxTetRE,1179,Dead Cells [Any% (Fresh File)] by Evian - #ESASummer23
sMR1kvD6BjY,3513,Mario Kart DS - 32 Tracks Speedrun in 56:11 - ESA Summer 2022
DT5vLX7R8Cs,3099,Evil Days of Luckless John [Any%] by vojtas131 - #ESASummer23
6EhGNLR7izI,10527,Pokémon Platinum [Any%] by linewashere and Rubentus - #ESASummer24
v_B3qkp4nO4,204,George Ezra - Shotgun (Official Lyric Video)
Ml2skfp6fuM,8781,Super Metroid and A Link to the Past Combo Randomizer [Co-op Randomizer] - #ESASummer24
mIovER1AOCo,2347,Spider-Man (2000) [Any% (Easy)] by Shemp - #ESASummer24
gQVBNO1pfNg,7229,Alice: Madness Returns [Any% (NG+)] by Z3phyR - #ESASummerOnline
DqfHsgqB_2o,957,"King's Quest VI: Heir Today, Gone Tomorrow [Any%] by Joka - #ESASummer24"
JwKKaPmCn7M,1367,Payday in Japan 🇯🇵 | A Simple Life & Homemade Ramen | Enjoying the Little Things
1KfnO5PfCiw,2435,"I wanna be the Boshy [Average-Mode any% (Dark Boshy, No Wrong Warp)] by BBF - #ESASummer24"
YTqNfQMZDCM,4940,#ESASummer18 Speedruns - Tomb Raider III: Adventures of Lara Croft [Any%] by eidgod
pQtM39ryBI0,170,Blameless [Any%] by praskOo_ - #HEK20
eTZOuWU9ktI,204,Berner - Somebody's Girl (feat. T3R Elemento) (Audio)
n2fLsxduKJ4,3885,ESA EU - Summer - Invite Series - 2. Forduló - WiLD MultiGaming vs. Elemento - 2. pálya
4Zd8qMYTqCI,17868,Grand Theft Auto: Vice City [100%] by Mhmd_FVC - #ESASummer21
ZZrr7M3RSYA,2143,Skull Island: Rise of Kong [All bosses] by SweedOla - #ESASummer24
G5MqbmutwCw,41305,Chaos of Song Blades S1‑2 | MULTI SUB
iCAIE1w9ZQI,741,MERMAID tails ! Elsa and Anna toddlers at beach - Ariel - sand - swim - floatie - water fun - splash
fCZVL_8D048,255,Master KG - Jerusalema  [Feat. Nomcebo] (Official Music Video)
bIzBb9w7DW4,3641,We Thought We Knew New Zealand Until We Drove here [S11-E24]
lLgUAnCsUtA,5318,ADIREN BRODY - She is buried alive with only 24 hours of air! ⌛THRILLER
gZ5EXQiklpA,7961,"Reborn on Wedding Day,He Reveals Wife's Affair,Takes Revenge And Build Billion Empire!"
nVClyZpU7A4,1172,Rocko's Quest [Any%] by NoseJones - #ESASummerOnline
2s7YWG7RCmQ,2397,Spyro the Dragon [Any% (TAS Reveal)] by WaffleWizard and toastedkat - #ESASummer23
esaKkAq6flE,8333,BL | His Abusive Father Hit Him at Thanksgiving—Then a Mafia Alpha Changed His Life #blstory
1I86MI6BQtE,1244,Fireboy & Watergirl Speedrun in 18:40 - ESA Summer 2023
xIkNah4VV4s,4491,God of War: Ghost of Sparta [Any% (NG+)] by SerSanju - #ESASummer23
hcNgXd_CN7k,1314,Testing Cheap vs. Expensive Summer Gadgets!
QmZUvXGhmL0,12184,[ENG SUB] A Villainess Who Wanted to Run — A Madman Who Wouldn't Let Go #minidrama
1npXqGpWIqI,1629,#ESASummer18 Speedruns - Adventure Island II [Any%] by TheMexicanRunner
PNk6kv67O8Q,3479,ESA Summer Marathon 2022 24 - Hades [PT Restream]
Z2M2WKKFkIE,1460,【DRAGON BALL LEGENDS】 LEGENDS INFORMATION Summer Edition
2OyP47fBf3Q,5730,GRAND FINAL! FUT vs Spirit | CS2 at EWC 26 - Grand Final - HIGHLIGHTS
M529Y3S7nvU,5330,ESA Summer 2019: The Binding of Isaac: Afterbirth+
7YPkiyxs9e8,3642,Asghan: The Dragon Slayer [Any%] by henyK - #HEK20
0oC307rSYKE,5893,Advance Wars: Dual Strike (Any% Skills) por SirFrozer - ESA Summer 2019
6Lc13t7MBi4,1657,"JORD on Collabing w/Vintage Culture, Portuguese vocals & First Ibiza Season | POWERTOOLS PODCAST"
CFPLIaMpGrY,212,Rauw Alejandro - Todo De Ti (Official Video)
9sg-A-eS6Ig,233,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox"
g0He2P-u4kk,1383,ESA Summer 2019: Kuso
g6--ux34bCU,6328,スパイロ・ザ・ドラゴン Any% (Crowd Control) | ESA Summer 2023
uM8GfZTat7o,921,Cameron Carr Just Did Something NO Lakers Rookie Has EVER Done Before...
szcLJ0A4QpM,1452,ESA Summer 2021 - Spyro the Dragon от Novaspell за 24:09 (официальный русcкий рестрим)
p38WgakuYDo,253,Bad Bunny - Moscow Mule (Official Video) | Un Verano Sin Ti
aLYEJhMExNY,20889,My Secret of Seer FULL SEASON (SUBT)
DxcJw9qX_lg,109,"Dance Moms: Full Dance: That Girl's Just Gotta be Kissed (S4, E22) | Lifetime"
gt_Oe2yGE4o,147,4 Raws
qOD9M95_fS0,300,GOODBYE YESTERDAY | Elevation Rhythm & Gracie Binion
ywMgj3DFrKI,963,Food Truck ! Elsa & Anna toddlers - park - pet dog - turtle
vNZeDGK68hE,3007,ESA Summer 2019: Clustertruck
fTE6ZEbEPIg,471,SUMMER REGGAETON 2026 🌴 Latin Beach Party & After Dark Mix
EPlIam2JWQE,1694,Mega Man: Dr Wily's Revenge [Any%] by Mannix86 - #ESASummer21
03mOp3KLy5w,10377,ESA Summer 2023 - Crash Bash 2v2 Tournament (Full VOD)
LVOnes8FHkE,2021,We Lived in an RV for 24 Hours!
cO8Lt7Y3rio,1991,"Micro Mages [Second Quest 4p coop] by Niss3, Joka, Fleke and Edenal - #ESASummer25"
iOe6dI2JhgU,289,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma
APCZ8S9rSiQ,1484,VACACIONES DE VERANO EN EL PATIO DE MI CASA 🏡 CON MI REBORN TODDLER JOBRAYSA / RESORT
WsxD0n95X7o,1467,Back to school shopping ! Elsa & Anna toddlers - Barbie dolls - backpack - lunch bag #supplies
