Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
2020-07-27T22:26:00+02:00;Spirit of the North;[TheRedSock](https://www.twitch.tv/theredsock);PC;Any%;;;0:45:09;ESA 2020 Summer Online;OEV6_o5Tyog
2020-07-28T02:44:00+02:00;Disney's 102 Dalmatians: Puppies to the Rescue;[passere](https://www.twitch.tv/passere);PC;All Levels (Out of Bounds);;;0:23:01;ESA 2020 Summer Online;4G1NrfZlRAQ
2020-07-28T20:28:00+02:00;Battletoads;[TheMexicanRunner](https://www.twitch.tv/themexicanrunner);NES;Any%;;;0:27:37;ESA 2020 Summer Online;aZ_EKcEJHlg
2020-07-29T01:10:00+02:00;Sonic the Hedgehog 2;[SuperSonic71087](https://www.twitch.tv/supersonic71087);Genesis;Any% (Sonic);;;0:26:07;ESA 2020 Summer Online;iKGWjI2RITE
2020-07-29T07:04:00+02:00;Harry Potter and the Chamber of Secrets;[KonceptioN2](https://www.twitch.tv/konception2);GBC;Any%;;;1:23:48;ESA 2020 Summer Online;Ko22YlquFmM
2020-07-29T17:36:00+02:00;Spyro: Year of the Dragon;[Becci_chan](https://www.twitch.tv/becci_chan);PSTV;Any%;;;0:37:01;ESA 2020 Summer Online;5-wllGqaNhM
2020-07-29T22:46:00+02:00;Grand Theft Auto: London 1969;[Tezur0](https://www.twitch.tv/tezur0);PC;100%;;;1:39:22;ESA 2020 Summer Online;fvf1Proo3A0
2020-07-30T04:34:00+02:00;Ratchet and Clank 2: Going Commando;[DylWingo](https://www.twitch.tv/dylwingo);PS2;All Platinum Bolts;;;1:15:04;ESA 2020 Summer Online;z63CdtZoMjA
2020-07-30T16:14:00+02:00;Fallout 3;[NoobSalmon](https://www.twitch.tv/noobsalmon);PC;All DLCs;;;1:39:06;ESA 2020 Summer Online;XhITcOeExB0
2020-07-30T20:46:00+02:00;Streets of Rage 4;[GreenalinkSDA](https://www.twitch.tv/greenalinksda);PC;Arcade (Hardest, Sor3 Skate, S Rank);;;0:56:04;ESA 2020 Summer Online;2XqqJe6Z0ho
2020-07-31T07:09:00+02:00;Snow Brothers;[UnFantasmaMas](https://www.twitch.tv/unfantasmamas);NES;All Stages (1 Player);;;0:21:20;ESA 2020 Summer Online;LKUUBk6xReA
2020-07-31T15:46:00+02:00;LEGO Star Wars: The Complete Saga (DS);[LaserTrap_](https://www.twitch.tv/lasertrap_);Nintendo DS;Any%;;;0:33:11;ESA 2020 Summer Online;OO8GZnJdv6E
2020-07-31T21:13:00+02:00;TrackMania Nations Forever;[Wirtual](https://www.twitch.tv/wirtual);PC;All Flags (No E05);;;1:07:27;ESA 2020 Summer Online;CahyZ-xo4yI
2020-08-01T04:17:00+02:00;Raskulls;[SteveTVOnline](https://www.twitch.tv/stevetvonline);Xbox One;Any%;;;0:48:43;ESA 2020 Summer Online;kJ4yh0lGadA
2020-08-01T10:39:00+02:00;Wave Race;[YumeTsubasaCH](https://www.twitch.tv/yumetsubasach);GB;800cc (National Circuit);;;0:23:33;ESA 2020 Summer Online;qeF1sOiatmU
2020-08-01T18:36:00+02:00;Dark Souls III;[Fudgecow](https://www.twitch.tv/fudgecow);PC;Any%;;;0:41:09;ESA 2020 Summer Online;FIpcsSzBjLY
2020-08-02T01:21:00+02:00;Refunct;[sladke](https://www.twitch.tv/sladke);PC;All Main Categories (No Low%);;;0:21:19;ESA 2020 Summer Online;0Hi7BHz4IB0
2020-08-02T06:09:00+02:00;Ring Fit Adventure;[ventifer](https://www.twitch.tv/ventifer);Switch;Beat World 1 (Intensity 30);;;0:23:13;ESA 2020 Summer Online;btjT_spujdE
2020-08-02T11:53:00+02:00;Rocket Knight Adventures;[Drakodan](https://www.twitch.tv/drakodan);Genesis;Any% (Easy);;;0:28:46;ESA 2020 Summer Online;08mbk3HeyA0
2020-08-02T18:11:00+02:00;Super Mario Logic;[BigJon](https://www.twitch.tv/bigjon);SNES;Any%;;;1:18:53;ESA 2020 Summer Online;Cu9cdqrhgSs
