Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
2024-02-17T14:20:00+01:00;Devil May Cry 4: Special Edition;[UnintendedChaos](https://twitch.tv/UnintendedChaos);PC;NG (Devil Hunter);;;1:18:34;ESA 2024 Winter (One);NsEgdKLro_w
2024-02-17T22:14:00+01:00;Command & Conquer: Red Alert 2;[Heinki](https://twitch.tv/Heinki);PC;Allied Campaign;;;0:47:33;ESA 2024 Winter (One);nR_IlblxJyE
2024-02-18T10:35:00+01:00;Tomb Raider III: Adventures of Lara Croft;[Cadarev](https://twitch.tv/Cadarev);PC;Any%;;;1:09:05;ESA 2024 Winter (One);ycC8SPO0-r0
2024-02-18T17:25:00+01:00;Super Princess Peach;[Xander_Robotnik](https://twitch.tv/Xander_Robotnik);3DS;Any%;;;1:35:42;ESA 2024 Winter (One);oLkSE0znCkI
2024-02-19T08:00:00+01:00;COCOON;[SunnymuffinSR](https://twitch.tv/SunnymuffinSR);PC;Any%;;;1:35:09;ESA 2024 Winter (One);R2iAXWOSXro
2024-02-19T13:23:00+01:00;Boktai 2: Solar Boy Django;[Drakodan](https://twitch.tv/Drakodan);GBA;Purify Django;;;0:43:31;ESA 2024 Winter (One);uCvC1MHy8cs
2024-02-20T10:59:00+01:00;Mario Kart 7;[juzockt_](https://twitch.tv/juzockt_) vs. [Kingj0444](https://www.twitch.tv/kingjo444);New3DS;All Cups (No Skips);;;1:29:32;ESA 2024 Winter (One);gJGhOIFS-Vw
2024-02-20T17:39:00+01:00;Moss VR;[Strackel](https://twitch.tv/Strackel);PC;Any%;;;0:48:31;ESA 2024 Winter (One);D9y7MIVBY50
2024-02-21T01:37:00+01:00;Quake II Enhanced (2023);[Greenalink](https://www.twitch.tv/GreenalinkSDA);PC;Quake II 64 100% Kills / Secrets (Easy);;;0:32:21;ESA 2024 Winter (One);roF5RYXVXKo
2024-02-21T18:09:00+01:00;Alan Wake 2;[TaintedTali](https://twitch.tv/TaintedTali);PlayStation 5;Glitchless;;;3:12:35;ESA 2024 Winter (One);y8795ppIS5g
2024-02-22T11:41:00+01:00;Call of Duty: Modern Warfare 2 (2009);[Eris](https://twitch.tv/Erisrine);PC;Any% (Recruit);;;1:41:15;ESA 2024 Winter (One);LgCrz2RJUDs
2024-02-23T10:10:00+01:00;Wii Party U;[Timkario](https://twitch.tv/TimkarioCS);WiiU;All Play Games;;;1:12:32;ESA 2024 Winter (One);q7I2FRboACk
2024-02-23T14:41:00+01:00;Bonus Game!;Special Guest;PC;Super Secret;;;0:17:07;ESA 2024 Winter (One);i-FUDV6oEyg
2024-02-24T01:38:00+01:00;Teenage Mutant Ninja Turtles: Shredder's Revenge;[SuperPlayer](https://twitch.tv/SuperPlayer02)|[linkboss](https://twitch.tv/linkboss)|[Greenalink](https://twitch.tv/GreenalinkSDA)|[Aeshmah](https://twitch.tv/Aeshmah_);PC;Any%;;;1:24:35;ESA 2024 Winter (One);_zJd2rpMHoE
2024-02-24T13:56:00+01:00;Pokémon Blue;[AEtienne](https://twitch.tv/AEtienne) vs. [G3neziz](https://twitch.tv/G3neziz);GBC;Reverse Badge Order;;;0:32:13;ESA 2024 Winter (One);25XusedtahU
2024-02-17T15:45:00+01:00;Sonic Superstars;[Argick](https://twitch.tv/Argick);PC;Story Mode (NG+, Trip);;;0:38:32;ESA 2024 Winter (One);0bUrqyfJpBQ
2024-02-17T23:14:00+01:00;Splatoon 2;[OboeMasterOzzy](https://twitch.tv/OboeMasterOzzy);Switch;Any%;;;1:32:32;ESA 2024 Winter (One);pA5DqegYnVo
2024-02-18T11:55:00+01:00;Risk of Rain 2;[Heinki](https://twitch.tv/Heinki);PC;No Artifacts;;;0:29:43;ESA 2024 Winter (One);i5znP84S2JM
2024-02-18T19:10:00+01:00;Bowser's Fury;[Riekelt](https://twitch.tv/Riekelt) vs. [RDVvsTheWorld](https://twitch.tv/RDVvsTheWorld);Switch;Any%;;;0:32:33;ESA 2024 Winter (One);wtL7g_OIus8
2024-02-19T09:50:00+01:00;Peggle Deluxe;[brassbeat](https://twitch.tv/brassbeat);PC;Adventure Mode;;;0:58:27;ESA 2024 Winter (One);aV4f5ZX1idI
2024-02-19T14:33:00+01:00;Rayman Series;[Thextera_](https://twitch.tv/Thextera_)|[Destabilize](https://www.twitch.tv/destabilize_)|[redbirdo](https://twitch.tv/redbirdo)|[Markovic](https://www.twitch.tv/mark0v1c)|[Kobaltski](https://twitch.tv/Kobaltski)|[Torsinn](https://twitch.tv/Torsinn);PC;Trifecta;;;3:45:19;ESA 2024 Winter (One);dCZADYDcDQQ
2024-02-20T12:49:00+01:00;Trackmania;[Ulvind](https://twitch.tv/Ulvind);DS;Platform Any%;;;0:21:15;ESA 2024 Winter (One);c8vxR2zKoDM
2024-02-20T18:54:00+01:00;IKEA Assembly;[Edenal](https://twitch.tv/Edenalsda) vs. [Miri](https://twitch.tv/Miri);;Grudge Match ($25%);;;0:46:55;ESA 2024 Winter (One);nqMNDU_7by4
2024-02-21T08:00:00+01:00;Pokémon Let's Go Pikachu/Eevee;[Furyst](https://twitch.tv/Furyst) vs. [crisisaurus](https://twitch.tv/crisisaurus);Switch;Any% (No Mount Skips);;;3:14:03;ESA 2024 Winter (One);dEiUw2_Z8Wg
2024-02-21T21:59:00+01:00;Sonic Frontiers;[snrZora](https://twitch.tv/snrZora);PC;Any% (Another Ending);;;0:24:19;ESA 2024 Winter (One);miRQ4Rkjiy8
2024-02-22T13:43:00+01:00;Dodgeball Academia;[LeoKeidran](https://twitch.tv/LeoKeidran) vs. [Leemyy](https://twitch.tv/Leemyy);PC;No Menu Glitch;;;1:14:20;ESA 2024 Winter (One);5IGmIZx-Z1A
2024-02-23T11:30:00+01:00;Cat Quest;[UnintendedChaos](https://twitch.tv/UnintendedChaos);PC;Any% (Old Patch);;;0:34:36;ESA 2024 Winter (One);kiUS4ZCTw6g
2024-02-23T15:48:00+01:00;Pokémon Emerald;[360chrism](https://twitch.tv/360chrism);GBA;Randomizer (Evo Every Level);;;2:35:42;ESA 2024 Winter (One);wwdxiNMAt-4
2024-02-24T08:17:00+01:00;Touhou: New World;[naro](https://twitch.tv/naro);PC;Any% (Reimu);;;1:35:54;ESA 2024 Winter (One);Dg4HI9FktBo
2024-02-24T14:46:00+01:00;Grand Theft Auto: San Andreas;[Joshimuz](https://twitch.tv/Joshimuz);PC;Los Santos% (Tightened'reas);;;1:29:24;ESA 2024 Winter (One);Ge8YjF-tHYI
2024-02-17T16:40:00+01:00;The Legend of Zelda: Link's Awakening;[Nitroz](https://twitch.tv/NitrozSR);GB;Warpless;;;0:10:01;ESA 2024 Winter (One);hp7qGv6W9KM
2024-02-18T00:54:00+01:00;Ape Escape: Sarusaru Daisakusen;[Riekelt](https://twitch.tv/Riekelt);PlayStation TV;Any%;;;1:01:39;ESA 2024 Winter (One);xfHGkSAtJhI
2024-02-18T12:40:00+01:00;Darkest Dungeon 2;[tricrow](https://twitch.tv/tricrow);PC;Denial%;;;0:30:55;ESA 2024 Winter (One);13kahd5Q-6o
2024-02-18T20:40:00+01:00;Sonic Dream Team;[huds601](https://twitch.tv/huds601) vs. [kingrhodestn](https://twitch.tv/kingrhodestn);iOS;Any%;;;1:15:36;ESA 2024 Winter (One);EOMjSUzeQkk
2024-02-19T19:43:00+01:00;Sonic the Hedgehog 1 (2013);[huds601](https://twitch.tv/huds601);PC;Crowd Control;;;1:59:19;ESA 2024 Winter (One);y84H_pFjQQs
2024-02-20T13:21:00+01:00;Lonely Mountains: Downhill;[Torsinn](https://twitch.tv/Torsinn);PC;NG+ (16 Tracks);;;0:35:10;ESA 2024 Winter (One);CyPC5hH9qzg
2024-02-20T20:14:00+01:00;MaiMai;[Chloedir](https://twitch.tv/chloedir);Arcade;Rhythm Game Showcase;;;0:45:53;ESA 2024 Winter (One);g6n1dLXHB-I
2024-02-21T11:35:00+01:00;Final Fantasy Tactics Advance;[Metako](https://twitch.tv/Metako) vs. [Leonis](https://www.twitch.tv/leonis07);GBA;Famfrit;;;1:16:44;ESA 2024 Winter (One);iaiFx7xkT7Q
2024-02-21T23:59:00+01:00;Super Mario Sunshine Co-op;[thehaywire](https://twitch.tv/thehaywire)|[theAzack9](https://twitch.tv/theAzack);GCN;Any%;;;1:20:08;ESA 2024 Winter (One);6xEWQpLDqvw
2024-02-22T15:18:00+01:00;Final Fantasy VII;[Metako](https://twitch.tv/Metako);PlayStation 2;Any%;;;7:19:32;ESA 2024 Winter (One);fCtV9iGqn-8
2024-02-23T12:25:00+01:00;GameJam Showcase;[Nardiko](https://twitch.tv/Nardiko)  & Friends;PC;Showcase;;;0:45:17;ESA 2024 Winter (One);b0JYG_rGqfI
2024-02-23T18:38:00+01:00;ibb & obb;[Zyper](https://twitch.tv/MyNameIsZyper)|[Dansta2106](https://twitch.tv/Dansta2106);PC;Any% (Local, Highwayless);;;0:31:32;ESA 2024 Winter (One);mj2goIA5t20
2024-02-24T10:07:00+01:00;Driv3r;[ViperUK](https://twitch.tv/ViperUK);PlayStation 2;All Timmy Vermicellis (Miami);;;0:11:47;ESA 2024 Winter (One);h8IaeIykjf0
2024-02-24T17:21:00+01:00;Mega Man X4;[tharixer](https://twitch.tv/tharixer);PlayStation;100% (Zero);;;0:42:40;ESA 2024 Winter (One);od9grZ-OaDI
2024-02-17T17:48:00+01:00;Deus Ex;[Vahisht](https://twitch.tv/Vahisht);PC;Any%;;;0:42:52;ESA 2024 Winter (One);lFqm-vnhqD4
2024-02-18T01:59:00+01:00;God of War (2018);[TomboD99](https://twitch.tv/TomboD99);PC;Valkyrie% (NG+, Very Hard, No Zeus Armour);;;0:37:11;ESA 2024 Winter (One);cLWw1CH1cu4
2024-02-18T13:30:00+01:00;Hades;[OckE](https://www.twitch.tv/ocke93);PC;Supersoaker;;;0:19:39;ESA 2024 Winter (One);yaJqCMWh1wI
2024-02-18T22:20:00+01:00;Final Fantasy IX;[Mizzow](https://twitch.tv/MrMizzow);PlayStation;Memoria Boss Rush (Level 1);;;0:56:26;ESA 2024 Winter (One);nObNIAGA8Ds
2024-02-19T11:45:00+01:00;DragonFable;[rebeldragon95](https://twitch.tv/rebeldragon95);PC;Dragon Egg Saga (Normal);;;0:17:53;ESA 2024 Winter (One);43JjpnArNZc
2024-02-19T22:07:00+01:00;OpenTaiko;[ugyuu](https://twitch.tv/ugyuu);PC;Rhythm Game Showcase;;;0:58:16;ESA 2024 Winter (One);5b_-iP0DPo0
2024-02-20T13:59:00+01:00;Goof Troop;[RDVvsTheWorld](https://twitch.tv/RDVvsTheWorld)|[Kepsert](https://twitch.tv/Kepsert);SNES;Any% (US);;;0:20:20;ESA 2024 Winter (One);Iyvw_Q2CmUU
2024-02-20T21:22:00+01:00;Alien: Isolation;[James](https://www.twitch.tv/sneakyjames);PC;All Missions (CC+FPS, Novice);;;1:24:33;ESA 2024 Winter (One);EkpUSskBVJQ
2024-02-21T13:00:00+01:00;The Lost Vikings;[happycamper](https://www.twitch.tv/happycamper__)|[Chansey](https://www.twitch.tv/Chansey_NES);SNES;Any% (Coop);;;1:06:53;ESA 2024 Winter (One);8JGOzmRzEaU
2024-02-22T01:39:00+01:00;Megaman Zero 4;[KillerChair](https://twitch.tv/KillerChair);PC;Any% (Normal);;;0:56:47;ESA 2024 Winter (One);h1afg9CWJ9g
2024-02-22T23:42:00+01:00;Elden Ring;[catalystz](https://twitch.tv/catalystz);PC;Blackout Bingo (Randomizer);;;2:34:36;ESA 2024 Winter (One);5upliwHcfDY
2024-02-23T13:35:00+01:00;Zool: Ninja of the Nth Dimension;[pho](https://twitch.tv/phozonn) & Friends;SMS;Any%;;;0:06:55;ESA 2024 Winter (One);by7QvPOj3q8
2024-02-23T19:31:00+01:00;Windswept;[jellyd0ts](https://twitch.tv/jellyd0ts);PC;All Collectibles (Demo);;;0:13:33;ESA 2024 Winter (One);V2qa4Y2gnzk
2024-02-24T10:39:00+01:00;Yo! Noid 2: Game of a Year Edition;[DreeGon](https://twitch.tv/vDreeGonv);PC;No Major Skips;;;0:24:57;ESA 2024 Winter (One);c6cxVmBay88
2024-02-24T18:26:00+01:00;Super Mario 64;[dwhatever](https://twitch.tv/dwhatever) vs. [itsbeeve](https://twitch.tv/itsbeeve);N64;120 Star (Non-Stop);;;1:15:33;ESA 2024 Winter (One);04H4vgfVpcs
2024-02-17T18:47:00+01:00;Grand Theft Auto III;[English_Ben](https://twitch.tv/English_Ben);PC;Tightened Thrice;;;1:43:03;ESA 2024 Winter (One);GhHsn0mv42E
2024-02-18T08:02:00+01:00;LEGO Batman - The Videogame;[__LoS_](https://twitch.tv/losspeedrunning);PC;Hero Story;;;0:55:26;ESA 2024 Winter (One);MFMq-eePl_I
2024-02-18T14:15:00+01:00;Train Simulator;[popeter](https://twitch.tv/popeter) & Friends;PC;$25% to ESA;;;2:04:25;ESA 2024 Winter (One);MAU5rDQ4BNk
2024-02-18T23:45:00+01:00;Crash: Mind Over Mutant;[Kobaltski](https://twitch.tv/Kobaltski);X360;Any%;;;0:26:40;ESA 2024 Winter (One);fKrwPnwi5QY
2024-02-19T12:15:00+01:00;Wordle;[Ulvind](https://twitch.tv/Ulvind);Web;"Sexaginta-quattuordle (""64ordle"")";;;0:18:23;ESA 2024 Winter (One);yYQSfF0ZLzA
2024-02-19T23:37:00+01:00;The Legend of Zelda: Tears of the Kingdom;[5eil](https://twitch.tv/5eil);Switch;All Dungeons;;;3:13:15;ESA 2024 Winter (One);MMyWr_hD3UM
2024-02-20T14:29:00+01:00;The Hobbit;[thehaywire](https://twitch.tv/thehaywire);GCN;Any% (No Major Glitches);;;0:36:06;ESA 2024 Winter (One);oL_-G39Nw7k
2024-02-20T23:07:00+01:00;Resident Evil 2 (2019);[Nikoheart](https://twitch.tv/Nikoheart);PC;Leon (NG, 120, DJ Decks);;;1:26:04;ESA 2024 Winter (One);3ySImGVZ1jQ
2024-02-21T14:25:00+01:00;Super Mario Odyssey;[Dansta2106](https://twitch.tv/Dansta2106);Switch;Talkatoo%;;;1:46:32;ESA 2024 Winter (One);ZasFTxihrFY
2024-02-22T08:00:00+01:00;Red Dead Redemption 2;[FreshRigi](https://twitch.tv/FreshRigi);PC;Chapter 6 (Beaver Hollow);;;1:57:31;ESA 2024 Winter (One);JwO4Ie4U664
2024-02-23T02:22:00+01:00;Castlevania: Dawn of Sorrow;[diagongdx](https://twitch.tv/diagongdx);DS;Soma (All Bosses);;;0:41:02;ESA 2024 Winter (One);VAKVyrer2YA
2024-02-23T14:09:00+01:00;Super Impostor Bros.;[RDVvsTheWorld](https://twitch.tv/RDVvsTheWorld);GBC;100% (No Wrong Warp);;;0:10:03;ESA 2024 Winter (One);KXu5ONQSCJM
