Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event
Mon 23 Jul 2018 12:43:00 +0200;[Gnomes Vs Fairies: Greckel's Quest](https://www.speedrun.com/Gnomes_Vs_Fairies_Greckels_Quest);[ZooKetra](https://www.twitch.tv/zooketra);PC;Any%;;288179944;0:42:23;ESA 2018 (Stream Two)
Mon 23 Jul 2018 13:43:00 +0200;[The Land Before Time: Return To The Great Valley](https://www.speedrun.com/The_Land_Before_Time_Return_To_The_Great_Valley);[zazztrain](https://www.twitch.tv/zazztrain);PS1;Any%;;288184975;0:19:39;ESA 2018 (Stream Two)
Mon 23 Jul 2018 14:18:00 +0200;[Ice Age: Dawn of the Dinosaurs](https://www.speedrun.com/ia3);[Floubz](https://www.twitch.tv/floubz);PC;Any%;;288202095;1:06:00;ESA 2018 (Stream Two)
Mon 23 Jul 2018 15:38:00 +0200;[Prince of Persia 3D](https://www.speedrun.com/pop_3d);[epicdudeguy](https://www.twitch.tv/epicdudeguy);PC;Any%;;288228694;1:37:25;ESA 2018 (Stream Two)
Mon 23 Jul 2018 17:33:00 +0200;[XIII](https://www.speedrun.com/XIII);[zoton2](https://www.twitch.tv/zoton2);PC;Any%;;288276633;1:44:05;ESA 2018 (Stream Two)
Mon 23 Jul 2018 19:33:00 +0200;[DUSK](https://www.speedrun.com/DUSK);[brainfluid](https://www.twitch.tv/brainfluid);PC;Any% Accessible Inbounds;;288762777;0:15:32;ESA 2018 (Stream Two)
Mon 23 Jul 2018 20:13:00 +0200;[Grand Theft Auto: Liberty City Stories](https://www.speedrun.com/gtalcs);[Nozlar](https://www.twitch.tv/nozlar);PSTV;Any%;;288765328;3:13:40;ESA 2018 (Stream Two)
Mon 23 Jul 2018 23:38:00 +0200;[L.A.Noire](https://www.speedrun.com/lanoire#Traffic_Desk);[SeductiveSpatula](https://www.twitch.tv/seductivespatula);PC;Traffic Desk 5 Stars;;288410947;1:24:32;ESA 2018 (Stream Two)
Tue 24 Jul 2018 00:36:00 +0200;[Brütal Legend](https://www.speedrun.com/brutallegend);[Makkebakke](https://www.twitch.tv/makkebakke);PC;Any%;;288445211;1:24:57;ESA 2018 (Stream Two)
Tue 24 Jul 2018 10:00:00 +0200;[Toy Story](https://www.speedrun.com/toystory1);[Enmet](https://www.twitch.tv/enmet);SNES;Any%;;288562897;0:21:32;ESA 2018 (Stream Two)
Tue 24 Jul 2018 10:35:00 +0200;[Abobo's Big Adventure](https://www.speedrun.com/aba);[Chfou](https://www.twitch.tv/chfou);PC;Any%;;288569249;0:31:35;ESA 2018 (Stream Two)
Tue 24 Jul 2018 11:20:00 +0200;[The Useful Dead](https://www.speedrun.com/usefuldead);[KennyMan666](https://www.twitch.tv/kennyman666);PC;Any%;;288573236;0:12:20;ESA 2018 (Stream Two)
Tue 24 Jul 2018 11:43:00 +0200;[Mushroom 11](https://www.speedrun.com/m11);[Zet](https://www.twitch.tv/Zet237);PC;Any%;;288586167;0:44:12;ESA 2018 (Stream Two)
Tue 24 Jul 2018 12:48:00 +0200;[Rise & Shine](https://www.speedrun.com/rise_and_shine#100);[AEtienneTV](https://www.twitch.tv/AEtienneTV);PC;100%;;288593925;0:31:00;ESA 2018 (Stream Two)
Tue 24 Jul 2018 13:33:00 +0200;[Rabi-Ribi](https://www.speedrun.com/rabiribi);[MLSTRM](https://www.twitch.tv/MLSTRM);PC;10 Town Members (Casual);;288603727;0:33:37;ESA 2018 (Stream Two)
Tue 24 Jul 2018 14:23:00 +0200;[LISA: The Joyful](https://www.speedrun.com/lisa_the_joyful);[Harpa](https://www.twitch.tv/harpa);PC;YADO Epilogue;;288616629;0:46:33;ESA 2018 (Stream Two)
Tue 24 Jul 2018 15:23:00 +0200;[Knytt Stories (Saving Thalanill)](https://www.speedrun.com/knytts);[DonDoli](https://www.twitch.tv/dondoli);PC;Any% No Skips;;288624839;0:21:41;ESA 2018 (Stream Two)
Tue 24 Jul 2018 15:59:00 +0200;[No Time to Explain Remastered](https://www.speedrun.com/no_time_to_explain_remastered);[WarDrumsGaming](https://www.twitch.tv/WarDrumsGaming);PC;Any%;;288634589;0:26:43;ESA 2018 (Stream Two)
Tue 24 Jul 2018 16:37:00 +0200;[Sonic 3 & Knuckles](https://www.speedrun.com/s3k#Knuckles);[Oldclov](https://www.twitch.tv/oldclov);Genesis;Knuckles;;288648846;0:35:57;ESA 2018 (Stream Two)
Tue 24 Jul 2018 17:25:00 +0200;[Mega Man II](http://megamanleaderboards.net/index.php?game=21);[EndySWE](https://www.twitch.tv/endyswe);GB;Any%;;288660437;0:21:20;ESA 2018 (Stream Two)
Tue 24 Jul 2018 17:57:00 +0200;[New Super Mario Bros. Wii](https://www.speedrun.com/nsmbw);[ShadowFrost](https://www.twitch.tv/shadowfrost);Wii;Any%;;288677020;0:27:09;ESA 2018 (Stream Two)
Tue 24 Jul 2018 18:39:00 +0200;[Wario Land 3](https://www.speedrun.com/wl3);[pr0te](https://www.twitch.tv/torelehmann);GBP;Any%;;288700182;0:51:38;ESA 2018 (Stream Two)
Tue 24 Jul 2018 19:49:00 +0200;[Pokémon XD: Gale of Darkness](https://www.speedrun.com/pkmnxd);[Retrotato](https://www.twitch.tv/Retrotato);GameCube;Any%;;288820649;5:05:57;ESA 2018 (Stream Two)
Wed 25 Jul 2018 10:00:00 +0200;[Mario Party 3](https://www.speedrun.com/marioparty3#Story_Mode_Easy);[360Chrism](https://www.twitch.tv/360Chrism);N64;Story Mode (Easy);;289044981;5:11:48;ESA 2018 (Stream Two)
Wed 25 Jul 2018 15:30:00 +0200;[PaRappa the Rapper 2](https://www.speedrun.com/parappa2#Any);[charlottecutts](https://www.twitch.tv/charlottecutts);PS4;Any%;;289054066;0:35:24;ESA 2018 (Stream Two)
Wed 25 Jul 2018 16:15:00 +0200;[Hatsune Miku Project Diva Future Tone](https://www.youtube.com/watch?v=qLkPyZzEdes);[Chfou](https://www.twitch.tv/chfou);PS4;Exhibition;;289071666;0:44:21;ESA 2018 (Stream Two)
Wed 25 Jul 2018 17:00:00 +0200;[Jazzpunk](https://www.speedrun.com/Jazzpunk/full_game);[UselessBrit](https://www.twitch.tv/UselessBrit);PC;Any%;;289079985;0:16:13;ESA 2018 (Stream Two)
Wed 25 Jul 2018 17:30:00 +0200;[Hob](https://www.speedrun.com/Hob);[SeductiveSpatula](https://www.twitch.tv/seductivespatula);PC;Any% (No Clip);;289097459;0:49:15;ESA 2018 (Stream Two)
Wed 25 Jul 2018 18:35:00 +0200;[Blur](https://www.speedrun.com/Blur);[KuruHS](https://www.twitch.tv/kuruhs);PC;Any%;;289176858;2:59:59;ESA 2018 (Stream Two)
Wed 25 Jul 2018 21:25:00 +0200;[Final Fantasy IX](https://www.speedrun.com/ff9);[Metako](https://www.twitch.tv/Metako);PS2;Any% Part 2;;289268172;4:19:23;ESA 2018 (Stream Two)
Thu 26 Jul 2018 10:00:00 +0200;[Xenoblade Chronicles X](https://www.speedrun.com/Xenoblade_Chronicles_X);[legrandgrand](https://www.twitch.tv/legrandgrand);Wii U;Any% (Offline);;289433993;4:41:00;ESA 2018 (Stream Two)
Thu 26 Jul 2018 15:10:00 +0200;[Lufia II: Rise of the Sinistrals](https://www.speedrun.com/lufia2);[Crrool](https://www.twitch.tv/crrool);SNES;Any% (NMG (US));;289504169;4:01:38;ESA 2018 (Stream Two)
Thu 26 Jul 2018 19:25:00 +0200;[Sherlock Holmes: The Devil's Daughter](https://www.speedrun.com/Sherlock_Holmes_The_Devils_Daughter);[Der_Finger](https://www.twitch.tv/der_finger);PC;Any%;;289545451;1:39:43;ESA 2018 (Stream Two)
Thu 26 Jul 2018 21:25:00 +0200;[MEANDERS](https://www.speedrun.com/meanders);[ThatRumme](https://www.twitch.tv/ThatRumme);PC;Any% (Normal);;289551472;0:09:36;ESA 2018 (Stream Two)
Thu 26 Jul 2018 21:46:00 +0200;[RUINER](https://www.speedrun.com/ruiner#Speedrun_mode);[Jackintoshh](https://www.twitch.tv/Jackintoshh);PC;Any% (Speedrun Mode);;289569158;0:42:29;ESA 2018 (Stream Two)
Thu 26 Jul 2018 22:41:00 +0200;[Fallout: New Vegas](https://www.speedrun.com/fallout_nv);[kungkobra](https://www.twitch.tv/kungkobra);PC;Any%;;289577307;0:16:46;ESA 2018 (Stream Two)
Thu 26 Jul 2018 23:11:00 +0200;[Star Trek: Colony 7](https://www.speedrun.com/colony7);[SphereMJ](https://www.twitch.tv/spheremj);PC;Any%;;289599634;0:28:50;ESA 2018 (Stream Two)
Thu 26 Jul 2018 23:46:00 +0200;[Rise of the Triad (2013)](https://www.speedrun.com/rott13);[WolfE87](https://www.twitch.tv/wolfe87);PC;Any%;;289613048;0:29:24;ESA 2018 (Stream Two)
Fri 27 Jul 2018 00:28:00 +0200;[Rock n' Roll Racing](https://www.speedrun.com/Rock_n_Roll_Racing);[Enmet](https://www.twitch.tv/enmet);SNES;Rookie;;289632703;0:53:41;ESA 2018 (Stream Two)
Fri 27 Jul 2018 10:00:00 +0200;[Final Fantasy V](https://www.speedrun.com/ff5#Any_GBA);[Boxmeister](https://www.twitch.tv/Boxmeister);GBA;Any% GBA;;289807565;4:15:53;ESA 2018 (Stream Two)
Fri 27 Jul 2018 14:40:00 +0200;[Kuru Kuru Kururin](https://www.speedrun.com/kuru_kuru_kururin);[mohoc7](https://www.twitch.tv/mohoc7);GBA (Emu);Any% (Normal);;289813916;0:14:58;ESA 2018 (Stream Two)
Fri 27 Jul 2018 15:08:00 +0200;[Nex Machina](https://www.speedrun.com/Nex_Machina);[Nekolikegg](https://www.twitch.tv/nekolikegg);PS4;Any% (Rookie);;289821730;0:26:37;ESA 2018 (Stream Two)
Fri 27 Jul 2018 15:48:00 +0200;[Crash Bandicoot 2: N-Tranced](https://www.speedrun.com/crashntranced);[CDRomatron](https://www.twitch.tv/CDRomatron);GBP;Any%;;289831618;0:27:56;ESA 2018 (Stream Two)
Fri 27 Jul 2018 16:28:00 +0200;[Yu-Gi-Oh! GX: Tag Force 2](https://www.speedrun.com/yu-gi-oh_gx_tag_force_2);[Mergy](https://www.twitch.tv/Mergy);PSP;Any%;;289859394;1:39:04;ESA 2018 (Stream Two)
Fri 27 Jul 2018 17:56:00 +0200;[Puyo Puyo Tetris](https://www.speedrun.com/Puyo_Puyo_Tetris);[360Chrism](https://www.twitch.tv/360Chrism);Switch;Any%;;289886835;1:29:53;ESA 2018 (Stream Two)
Fri 27 Jul 2018 19:36:00 +0200;[Dungeons And Dragons: 5th Edition](https://clips.twitch.tv/ModernColdGooseDancingBaby);[Ladaur](https://www.twitch.tv/ladaur) & Friends;Paper;TPK%;;290006690;5:00:56;ESA 2018 (Stream Two)
Sat 28 Jul 2018 12:00:00 +0200;[Unreal](https://www.speedrun.com/unreal1);[Tezur0](https://www.twitch.tv/Tezur0);PC;Any% (Easy);;290177180;0:43:29;ESA 2018 (Stream Two)
Sat 28 Jul 2018 12:40:00 +0200;[Unreal](https://www.speedrun.com/unreal1);[Tezur0](https://www.twitch.tv/Tezur0);PC;Any% (Easy);;290177180?t=46m49s;0:22:39;ESA 2018 (Stream Two)
Sat 28 Jul 2018 13:00:00 +0200;[Fallout 4](https://www.speedrun.com/Fallout_4);[Brongle](https://www.twitch.tv/brongle);PC;Any%;;290192135;0:57:01;ESA 2018 (Stream Two)
Sat 28 Jul 2018 14:10:00 +0200;[Resonance of Fate](https://www.speedrun.com/rof);[Neviutz](https://www.twitch.tv/Neviutz);PS3;Any%;;290241955;3:11:55;ESA 2018 (Stream Two)
Sat 28 Jul 2018 14:20:00 +0200;[Pringles];[Neviutz](https://www.twitch.tv/Neviutz);Genesis;All A's;;290248074;0:03:08;ESA 2018 (Stream Two)
