Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
Mon 25 Jul 2016 14:26:00 +0200;Star Fox Zero;[Pottoww](http://twitch.tv/Pottoww);Wii U;Any%;;;0:34:11;ESA 2016;EKcZ4rowwtE
Mon 25 Jul 2016 09:06:00 +0200;Star Trek: Voyager - Elite Force;[spheremj](http://twitch.tv/spheremj);PC;Any%;;;0:54:09;ESA 2016;-to7i0xgc04
Sat 23 Jul 2016 19:33:00 +0200;Star Wars Jedi Knight: Jedi Academy;[Sajiki](http://twitch.tv/Sajiki);PC;Any%;;;0:35:52;ESA 2016;A4oLbcjYqcI
Sat 30 Jul 2016 04:34:00 +0200;Super Mario 64;[flippy_o](http://twitch.tv/flippy_o), [dwhatever](http://twitch.tv/dwhatever), [fuzzyness](http://twitch.tv/fuzzyness), [noizeeh](http://twitch.tv/noizeeh), [mashsrl](http://twitch.tv/mashsrl), [srb](http://twitch.tv/speedrunbeginner), [Drogeriehund](http://www.twitch.tv/drogeriehund);N64;120 Star Relay;Relay;;2:00:38;ESA 2016;4to9gvRsp2A
Mon 25 Jul 2016 23:38:00 +0200;Super Mario Bros. 3;[Kirua](http://twitch.tv/Kirua);NES;100%;;;1:12:56;ESA 2016;m1ubychg2iM
Sat 30 Jul 2016 02:49:00 +0200;Super Mario World;[se7endeadlysins](http://twitch.tv/se7endeadlysins);SNES;96 Exits;;;1:26:24;ESA 2016;-V7gMiuHMc8
Fri 29 Jul 2016 06:05:00 +0200;Super Smash Bros. Melee;[Fuzzyness](http://twitch.tv/Fuzzyness);GameCube;All Events;;;0:40:36;ESA 2016;ze75rcBicCc
Thu 28 Jul 2016 18:53:00 +0200;Tekken 3;[Shirdel](http://twitch.tv/Shirdel);PS2;Unlock All Endings (1 Round);;;1:02:59;ESA 2016;aYq9MehyX_M
Mon 25 Jul 2016 11:30:00 +0200;The Addams Family;[IndDragPack](http://twitch.tv/IndDragPack);SNES;Any%;;;0:08:54;ESA 2016;KhESclepc70
Mon 25 Jul 2016 11:43:00 +0200;The Addams Family (GB);[bangerra](http://twitch.tv/bangerra);GBP;All Bosses;;;0:11:00;ESA 2016;MqegURz1lYc
Thu 28 Jul 2016 07:06:00 +0200;The Binding of Isaac: Afterbirth;[Ryugu_No_shiGan](http://twitch.tv/Ryugu_No_shiGan);PC;Hard The Lost;;;0:29:29;ESA 2016;f-3ITcLLABw
Thu 28 Jul 2016 13:14:00 +0200;The Elder Scrolls III: Morrowind;[DrTChops](http://twitch.tv/DrTChops);PC;All Main Quests;;;0:27:42;ESA 2016;zE1961IlFws
Tue 26 Jul 2016 07:20:00 +0200;The Elder Scrolls V: Skyrim;[5exual_tyrannosaurus_](http://twitch.tv/5exual_tyrannosaurus_);PC;Any%;;;0:44:42;ESA 2016;-3tqOdCnEsU
Thu 28 Jul 2016 23:51:00 +0200;The Flash;[Robo_Sparkle](http://twitch.tv/Robo_Sparkle);SMS;Any%;;;0:17:05;ESA 2016;SyyqrJy5GJw
Mon 25 Jul 2016 13:52:00 +0200;The Legend of Dark Witch - Episode 2: The Price of Desire;[crippe123](http://twitch.tv/crippe123);3DS;Any%;;;0:24:08;ESA 2016;je_TQrB_kQ4
Thu 28 Jul 2016 01:31:00 +0200;The Legend of Zelda: A Link to the Past;[KRob16](http://twitch.tv/KRob16);SNES;No Major Glitches;;;1:38:55;ESA 2016;MNgWUKTTdzs
Thu 28 Jul 2016 03:19:00 +0200;The Legend of Zelda: Four Swords;[Tompa](http://twitch.tv/Tompa), [Baffan](http://twitch.tv/Baffan);GBP;Any%;Co-Op;;0:22:32;ESA 2016;5qPcQiyKg0s
Mon 25 Jul 2016 12:03:00 +0200;The Lucky Dime Caper Starring Donald Duck;[KrazyRasmus](http://twitch.tv/KrazyRasmus), [btrim](http://twitch.tv/btrim);SMS;Any%;Race;;0:28:28;ESA 2016;NfNc98NTsDw
Mon 25 Jul 2016 07:58:00 +0200;Thief: Gold;[pitp0](http://twitch.tv/pitp0);PC;Any% normal;;;0:57:56;ESA 2016;k-8esXznsko
Thu 28 Jul 2016 07:44:00 +0200;TimeSplitters 2;[JangBang__](http://twitch.tv/JangBang__);GameCube;Any% easy;;;0:35:31;ESA 2016;4X3vvtfCmIE
