Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
Wed, 17 Jul 2013 03:40:00 +0200;Street Fighter 2010: The Final Fight;WERY;NES;Any% No WW;;;0:23:09;ESA 2013;hBB5-LJIAiY
Wed, 17 Jul 2013 04:10:00 +0200;Power Blade;Crippe;NES;Any% Normal;;;0:19:45;ESA 2013;qVFA8Gk7tuw
Wed, 17 Jul 2013 04:35:00 +0200;Hebereke;Kennyman666;NES;Any% Ufouria;;;0:35:58;ESA 2013;Qs6V7NairlE
Wed, 17 Jul 2013 05:35:00 +0200;Gyromite;WERY;NES;Phases 1-40;;;0:32:07;ESA 2013;-O7stBBYmrU
Wed, 17 Jul 2013 06:15:00 +0200;Shadowgate;Niss3|Crippe;NES;Glitchless;Race;;0:12:31;ESA 2013;cMzgcLrD9ow
Wed, 17 Jul 2013 06:35:00 +0200;Little Samson;Kennyman666;NES;All Stages No OoB;;;0:23:47;ESA 2013;CRCG92ofUKE
Wed, 17 Jul 2013 06:55:00 +0200;Abadox;WERY;NES;Any%;;;0:18:05;ESA 2013;tcuUHf8t3hw
Wed, 17 Jul 2013 10:40:00 +0200;Crash Twinsanity;DrSynj;PS2;Any%;;;1:07:11;ESA 2013;mFAMyV9oHWM
Wed, 17 Jul 2013 14:20:00 +0200;Jak II;Ricky;PS3;Any%;;;1:28:15;ESA 2013;9JT0UmsR3DI
Wed, 17 Jul 2013 16:15:00 +0200;Jak 3;Ricky;PS3;Any% No OoB;;;1:02:16;ESA 2013;FRYcCuXi_sI
Wed, 17 Jul 2013 21:00:00 +0200;Super Star Wars: Return of the Jedi;Edenal;SNES;Any%;;;0:30:26;ESA 2013;q_A7_wCltxw
Wed, 17 Jul 2013 21:50:00 +0200;Chip 'n' Dale: Rescue Rangers;Joka;NES;All Zones;;;0:14:11;ESA 2013;8f5_svn784M
Wed, 17 Jul 2013 22:10:00 +0200;Darkwing Duck;Joka;NES;Any%;;;0:13:49;ESA 2013;ObJ0PuFrOdQ
Wed, 17 Jul 2013 22:30:00 +0200;TaleSpin;Bangerra|Svenne;NES;Any%;Race;;0:17:10;ESA 2013;o5ftOUhAKWY
Wed, 17 Jul 2013 23:20:00 +0200;The Lion King;Bangerra;NES;Any% Prince;;;0:06:58;ESA 2013;AhGNW0rlZuU
Thu, 18 Jul 2013 06:45:00 +0200;Buck Bumble;Rueake;N64;Any%;;;0:36:47;ESA 2013;gc8XFGasE9o
Thu, 18 Jul 2013 08:05:00 +0200;Tetris Attack;Niss3;SNES;V-Hard;;;0:11:59;ESA 2013;hXTSBcMmJW8
Thu, 18 Jul 2013 08:30:00 +0200;You Have to Win the Game;Ibldedibble;PC;Any%;;;0:05:35;ESA 2013;Uj4CkvKoI7s
Thu, 18 Jul 2013 08:40:00 +0200;Akuji the Demon;Ozzy88;PC;Any%;;;0:10:25;ESA 2013;KMtaV0Pa7mk
Thu, 18 Jul 2013 08:55:00 +0200;Hydra Castle Labyrinth;Ibldedibble;PC;Any%;;;0:34:10;ESA 2013;lIejor5bEMA
Thu, 18 Jul 2013 09:40:00 +0200;Grand Theft Auto: San Andreas;Joshimuz;PC;Any%;;;6:12:14;ESA 2013;-L3Hr11A9gk
Thu, 18 Jul 2013 17:45:00 +0200;Super Meat Boy;iMysty;Xbox 360;Any%;;;0:24:11;ESA 2013;qq8rkmAzMrs
Thu, 18 Jul 2013 18:15:00 +0200;Battle Kid: Fortress of Peril;Airrider;NES;Any%;;;0:49:24;ESA 2013;qGbRbA0-KBY
Thu, 18 Jul 2013 19:15:00 +0200;Octodad;Kotti|S;PC;Any%;Race;;0:06:43;ESA 2013;XtI903r1YBw
Thu, 18 Jul 2013 19:35:00 +0200;Eversion;Bangerra;PC;Any%;;;0:03:14;ESA 2013;1NZJRJ4sSIo
Thu, 18 Jul 2013 19:45:00 +0200;Rosenkreuzstilette;Dalfen;PC;Any% Tia;;;0:36:56;ESA 2013;DlHcfNp0Az4
Thu, 18 Jul 2013 20:25:00 +0200;Braid;KanBan85;PC;Any%;;;0:30:06;ESA 2013;-eKyN9BFMO0
Thu, 18 Jul 2013 21:00:00 +0200;Q.U.B.E.;eTholon;PC;Any%;;;0:29:13;ESA 2013;1x77kuQhTDg
Thu, 18 Jul 2013 23:50:00 +0200;Castlevania;Dxtr;NES;Any%;;;0:15:01;ESA 2013;Fh8P1vTl6lM
Fri, 19 Jul 2013 00:10:00 +0200;Castlevania: Symphony of the Night;Ozzy88;Xbox 360;Any% NSC;;;0:22:44;ESA 2013;y-inD5BHuxc
Fri, 19 Jul 2013 00:50:00 +0200;Castlevania: Harmony of Dissonance;Charleon;GBA;All Bosses;;;0:16:40;ESA 2013;Yi_iEExzM1U
Fri, 19 Jul 2013 18:00:00 +0200;Metroid;Dxtr;NES;Any% Warpless;;;0:30:17;ESA 2013;8TxSJNtj3lE
Fri, 19 Jul 2013 18:40:00 +0200;Metroid II: Return of Samus;COOLKID;GB;No OoB;;;1:10:03;ESA 2013;NTIzi146AG0
Fri, 19 Jul 2013 22:20:00 +0200;Super Mario Bros. 2;Svenne|Dxtr;NES;Any%;Race;;0:10:11;ESA 2013;IXtIk_1XxNQ
Fri, 19 Jul 2013 22:35:00 +0200;Super Mario Bros. 3;Frezy_Man;NES;Any% No WW;;;0:12:44;ESA 2013;rDRAaC1hCtg
Sat, 20 Jul 2013 10:45:00 +0200;Batman: The Video Game;Dxtr;NES;Any%;;;0:10:44;ESA 2013;eGLcRsCZMmE
Sat, 20 Jul 2013 22:55:00 +0200;Grand Theft Auto: Vice City;AdamAK;PC;No SSU;;;1:56:55;ESA 2013;YMFKGlQbQ64
Sun, 21 Jul 2013 01:10:00 +0200;Zelda II;Pro_JN|Arctic_Eagle;NES;NMG;Race;;1:01:22;ESA 2013;8Po3FJUzAk4
Sun, 21 Jul 2013 02:35:00 +0200;Zelda II: The Adventure of Link;Pro_JN;NES;Any%;;;0:20:47;ESA 2013;5y1q4jIOZSE
Sun, 21 Jul 2013 06:50:00 +0200;Super Metroid;Kottpower;SNES;Any% NMG;;;0:47:02;ESA 2013;byVCjqmnCIw
