Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
2023-02-20T01:11:00+01:00;Xenoblade Chronicles 3;[Plexa](https://www.twitch.tv/TL_Plexa)|[quadraaceps](https://www.twitch.tv/quadraaceps);Switch;Any% (Normal, w/ DLC);;;7:00:45;ESA 2023 Winter (One);Vxd83euS5WU
2023-02-20T15:19:00+01:00;Metal Gear Solid 2: Sons of Liberty;[Brakk0n](https://www.twitch.tv/Brakk0n);PlayStation 2;All Dog Tags (Extreme) ;;;1:43:19;ESA 2023 Winter (One);7FkNDhjhSu8
2023-02-20T23:20:00+01:00;Elden Ring;[catalystz](https://www.twitch.tv/catalystz);PC;All Remembrances (Glitchless);;;2:18:30;ESA 2023 Winter (One);PThgmEZJQak
2023-02-21T16:08:00+01:00;LOVE 3;[Zet](https://www.twitch.tv/Zet237) vs. [Paulister](https://www.twitch.tv/Paulister);PC;Any% (LOVE 3);;;0:13:11;ESA 2023 Winter (One);Ika7_uhWeFc
2023-02-21T19:57:00+01:00;Star Wars: Jedi Knight - Jedi Academy;[sajiki](https://www.twitch.tv/sajiki);PC;Any% (No SL, EB);;;0:34:06;ESA 2023 Winter (One);rfLwR0fQPc0
2023-02-22T03:45:00+01:00;Kingdom Hearts Final Mix HD;[97ames](https://www.twitch.tv/97ames);PlayStation 5;Any% (Proud);;;2:35:59;ESA 2023 Winter (One);CruA17NLo74
2023-02-22T12:59:00+01:00;No More Papers Please;[patti2](https://www.twitch.tv/patti2plays);PC;Any%;;;0:07:24;ESA 2023 Winter (One);r106gam9dG0
2023-02-23T01:52:00+01:00;Sonic Adventure 2: Battle;[YatogamiNL](https://www.twitch.tv/YatogamiNL);X360;Boss Rush (All Stories);;;0:22:56;ESA 2023 Winter (One);rRUjMw-DpBU
2023-02-23T11:33:00+01:00;Grand Theft Auto: San Andreas;[Joshimuz](https://www.twitch.tv/Joshimuz);PC;Any% (No 3rd party FPS cap) ;;;4:08:15;ESA 2023 Winter (One);bCl2YdkWHX0
2023-02-23T19:37:00+01:00;Pokémon Pinball: Ruby & Sapphire;[360Chrism](https://www.twitch.tv/360Chrism);GBI;Beat Rayquaza;;;0:24:25;ESA 2023 Winter (One);UVTQ9kvjpLo
2023-02-24T10:16:00+01:00;Ultima IX: Ascension;[ElCidDK](https://www.twitch.tv/ElCidDK);PC;Any%;;;0:47:48;ESA 2023 Winter (One);zx_Xbxy4gQk
2023-02-24T15:43:00+01:00;Pokémon Red/Blue;[G3neziz](https://www.twitch.tv/G3neziz);GBP;Any% (No Item Underflow);;;0:24:29;ESA 2023 Winter (One);Xmqrn0pGQFI
2023-02-25T00:25:00+01:00;Portal 2;[Zyper](https://www.twitch.tv/zyper_s)|[SuperPlayer](https://www.twitch.tv/SuperPlayer02);PC;All Main Courses (Coop);;;0:40:09;ESA 2023 Winter (One);ScwEApYEXSM
2023-02-25T12:07:00+01:00;Lunistice;[MoD366](https://www.twitch.tv/MoD366) vs. [Lordmau5](https://www.twitch.tv/Lordmau5);PC;Any% (Glitchless, Hana);;;0:32:28;ESA 2023 Winter (One);BW1NGU3-6uo
2023-02-25T17:53:00+01:00;Metroid Dread;[oopla](https://www.twitch.tv/oopla);Switch;Any% Unrestricted (Normal, No Turbo, Digital);;;0:55:24;ESA 2023 Winter (One);gR0FxqNPHy0
2023-02-18T20:03:00+01:00;Portal;[LeoKeidran](https://www.twitch.tv/LeoKeidran);PC;Glitchless;;;0:19:51;ESA 2023 Winter (One);lbCp57PCWzc
2023-02-19T09:32:00+01:00;Winx Club;[7eraser7](https://www.twitch.tv/7eraser7) vs. [Xoneris](https://www.twitch.tv/Xoneris);PC;Any% (PC vs GBA);;;0:44:42;ESA 2023 Winter (One);sem6uXumX-4
2023-02-19T16:40:00+01:00;Stepmania;opartyjesper & Friends;Arcade;Showcase;;;1:04:40;ESA 2023 Winter (One);TJCmnduwN8I
2023-02-20T08:38:00+01:00;LEGO Star Wars II: The Original Trilogy (DS);[LaserTrap_](https://www.twitch.tv/LaserTrap_);DS;All Levels (1.0);;;0:49:54;ESA 2023 Winter (One);gWHPF7OxhW8
2023-02-20T17:19:00+01:00;Jak & Daxter: The Precursor Legacy;[the_stellar](https://www.twitch.tv/the_stellar);PlayStation 2;All Flies;;;0:50:35;ESA 2023 Winter (One);Xf3ZCVQw9Fc
2023-02-21T01:55:00+01:00;Neon White;[Marisa](https://www.twitch.tv/marisa77);PC;White's Heaven Rush;;;0:41:26;ESA 2023 Winter (One);VZaF5GVWnRo
2023-02-21T16:44:00+01:00;PS5 SSD Upgrade;[Aeshmah](https://www.twitch.tv/Aeshmah_)|[rebeldragon95](https://www.twitch.tv/rebeldragon95)|[97ames](https://www.twitch.tv/97ames)|[Nashlax](https://www.twitch.tv/nashlax)|[DreeGon](https://www.twitch.tv/vdreegonv);IRL;Any%;;;0:04:43;ESA 2023 Winter (One);T6kS3Q93nwI
2023-02-21T20:45:00+01:00;Prince of Persia: Warrior Within;[catalystz](https://www.twitch.tv/catalystz);PC;Any% (Standard);;;0:22:35;ESA 2023 Winter (One);UNG11HI-zoc
2023-02-22T06:31:00+01:00;Golden Sun: The Lost Age;[Plexa](https://www.twitch.tv/TL_Plexa);WiiU;Any%;;;1:17:24;ESA 2023 Winter (One);S8M9OV1Ocy0
2023-02-22T13:17:00+01:00;Broforce;[KillerChair](https://www.twitch.tv/KillerChair);PC;Arcade Mode (Normal);;;0:45:27;ESA 2023 Winter (One);FcbRzTEjN_I
2023-02-23T02:36:00+01:00;Quest 64;[Fuzzyness](https://www.twitch.tv/fuzzyness);N64;Any% (Glitchless);;;2:34:23;ESA 2023 Winter (One);VJxcMVaBfK8
2023-02-23T16:03:00+01:00;Robocop;[howlin_mad_mike](https://www.twitch.tv/howlin_mad_mike);Amiga;Any%;;;0:16:02;ESA 2023 Winter (One);OvO1QGdzofw
2023-02-23T20:22:00+01:00;Pokémon Scarlet/Violet;[halqery](https://www.twitch.tv/halqery) vs. [crisisaurus](https://www.twitch.tv/crisisaurus);Switch;Any% (Scarlet vs. Violet);;;5:32:53;ESA 2023 Winter (One);l_T_s6A_-nA
2023-02-24T11:16:00+01:00;Mighty No. 9;[jphpue](https://www.twitch.tv/jphpue);PC;Any%;;;0:45:23;ESA 2023 Winter (One);l3KLmxCGG9Y
2023-02-24T16:15:00+01:00;Pokémon Crystal;[360Chrism](https://www.twitch.tv/360chrism);PC;Shopsanity Full Item Randomizer;;;1:37:40;ESA 2023 Winter (One);0JmsBg5wjHU
2023-02-25T01:25:00+01:00;Super Mario Galaxy 2;[Jhay](https://www.twitch.tv/Jhay);WiiUVC;Any%;;;3:02:04;ESA 2023 Winter (One);PZ_1Ojolcss
2023-02-25T12:52:00+01:00;Cuphead;[Kirthar](https://www.twitch.tv/Kirthar);PC;The Delicious Last Course (Any%);;;0:12:22;ESA 2023 Winter (One);2qOqMGBw_pQ
2023-02-25T19:08:00+01:00;Resident Evil Village;[NicowithaC](https://www.twitch.tv/NicowithaC);PC;Shadows of Rose (Hardcore);;;0:47:37;ESA 2023 Winter (One);8DKviEYrzKI
2023-02-18T20:46:00+01:00;StarCraft: Remastered;[shox](https://www.twitch.tv/goshoxtv);PC;Any% (Terran, No Dialogue Skips);;;0:42:42;ESA 2023 Winter (One);2AkBh3cA_cc
2023-02-19T10:32:00+01:00;Harvest Moon: Friends of Mineral Town;[CafeEla](https://www.twitch.tv/CafeEla);GBA;Marriage Bid War;;;1:58:45;ESA 2023 Winter (One);p9HnGGhr9Ek
2023-02-19T18:30:00+01:00;Elden Ring;[MissMikkaa](https://www.twitch.tv/missmikkaa);PC;All Remembrances (Dance Pad);;;2:03:29;ESA 2023 Winter (One);ShNSicLcPBE
2023-02-20T09:50:00+01:00;LEGO Harry Potter: Years 5-7;[captainpaxo6746](https://www.twitch.tv/captainpaxo6746);PC;Any% (Restricted, N0CUT5);;;1:19:45;ESA 2023 Winter (One);ncpL0Uubw6M
2023-02-20T18:22:00+01:00;Jak 3: The Journey Back Gold Edition;[tharixer](https://www.twitch.tv/tharixer);PC;Any% (All Cutscenes);;;0:23:09;ESA 2023 Winter (One);d1dfmuyNFSo
2023-02-21T02:46:00+01:00;Resident Evil 6;[TaintedTali](https://www.twitch.tv/TaintedTali)|[NicowithaC](https://www.twitch.tv/NicowithaC);PC;NG+ (Amateur, Jake) ;;;1:14:36;ESA 2023 Winter (One);levZ0IIsd1g
2023-02-21T17:24:00+01:00;Archangel;[janmumrik](https://www.twitch.tv/janmumrik);PC;Any%;;;0:39:41;ESA 2023 Winter (One);fOinmZPlRdk
2023-02-21T21:15:00+01:00;Grand Theft Auto: San Andreas;[Joshimuz](https://www.twitch.tv/Joshimuz);PC;69/70 Stunt Jumps;;;1:00:38;ESA 2023 Winter (One);hi_7mlfkhPE
2023-02-22T08:06:00+01:00;Final Fantasy 7: Crisis Core Reunion;[bowiethehero](https://www.twitch.tv/bowiethehero);PlayStation 5;Any%;;;1:28:10;ESA 2023 Winter (One);oFlkVQmei3U
2023-02-22T14:13:00+01:00;Worms 2;[RuffledBricks](https://www.twitch.tv/RuffledBricks);PC;All Missions (Worms 2 Plus);;;1:44:06;ESA 2023 Winter (One);tRGOpD9Q2kY
2023-02-23T05:31:00+01:00;Darksiders 2;[SerSanju](https://www.twitch.tv/SerSanju);PC;Any% (No Infinite Jump);;;1:23:58;ESA 2023 Winter (One);N9OpmpoQ2Os
2023-02-23T16:33:00+01:00;Manic Miner;[TinyTim78](https://www.twitch.tv/TinyTim78);PC;Any%;;;0:11:00;ESA 2023 Winter (One);zq1mO994YJM
2023-02-24T02:22:00+01:00;Alien: Isolation;[Celina](https://www.twitch.tv/Celina);PC;Survive the Chat;;;1:31:00;ESA 2023 Winter (One);nzrqoaGOx2k
2023-02-24T12:21:00+01:00;Chenso Club;[Shigan_](https://www.twitch.tv/Shigan_);PC;All Areas - Standard;;;0:47:18;ESA 2023 Winter (One);OyoiDc1-1lM
2023-02-24T18:40:00+01:00;VVVVVV;[Shigan_](https://www.twitch.tv/Shigan_);PC;Any%;;;0:19:58;ESA 2023 Winter (One);e7vLc4br5jQ
2023-02-25T04:45:00+01:00;Ghost of Tsushima;[Aeshmah](https://www.twitch.tv/Aeshmah_) vs. [Elkjaer](https://www.twitch.tv/ElkjaerTV);PlayStation 5;Any% (NG+, Lethal, w/ DLC);;;3:03:41;ESA 2023 Winter (One);BKi4TG8-N44
2023-02-25T13:18:00+01:00;Splatoon 3;[crisisaurus](https://www.twitch.tv/crisisaurus);Switch;Any% (Restricted);;;1:15:49;ESA 2023 Winter (One);YlsMsj8J6Yg
2023-02-25T20:11:00+01:00;BONUS GAME: Dark Souls;[catalystz](https://www.twitch.tv/catalystz);PC;Any%;;;0:30:30;ESA 2023 Winter (One);ju5sNhw5YgQ
