Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
2023-07-24T13:58:00+02:00;The Last Campfire;[seductivespatula](https://twitch.tv/seductivespatula);PC;Any%;;;0:56:07;ESA 2023 Summer (Two);Gze5v2s6JEs
2023-07-24T18:04:00+02:00;Crystal Caves;[Alko](https://twitch.tv/Alko_sda);MS-DOS;Any% (Glitchless);;;0:24:08;ESA 2023 Summer (Two);F1YFprp9CMU
2023-07-25T10:00:00+02:00;Final Fantasy XIV;[nashlax](https://twitch.tv/nashlax)|[Leonis](https://twitch.tv/leonis07)|[metako](https://twitch.tv/metako)|[HabKeineName](https://twitch.tv/habkeinename);PC;A Realm Reborn ($20%);;;22:42:06;ESA 2023 Summer (Two);7AWoOZbPPAg
2023-07-26T14:04:00+02:00;Donkey Kong Country 2;[sbdwolf](https://twitch.tv/sbdwolf);SNES;Any%;;;0:51:12;ESA 2023 Summer (Two);Ue7I5rmY_h8
2023-07-26T20:38:00+02:00;Skylanders: Giants;[river25](https://www.youtube.com/channel/UCgCkmJTkE-JKw4RJ73p5VxA);PlayStation 3;All Story Levels;;;1:17:22;ESA 2023 Summer (Two);a9qShdSiO8c
2023-07-27T12:13:00+02:00;Phineas and Ferb Ride Again;[tylltoons](https://twitch.tv/tylltoons);3DS;Any%;;;1:16:14;ESA 2023 Summer (Two);bUi_p-1wRJo
2023-07-29T10:00:00+02:00;Metroid Prime Remastered;[samura1man](https://twitch.tv/samura1man);Switch;Any%;;;1:54:41;ESA 2023 Summer (Two);3Irh2bkY_8M
2023-07-27T21:08:00+02:00;The Legend of Zelda: Twilight Princess;[anorakkis](https://twitch.tv/anorakkis);Wii;Low%;;;14:35:44;ESA 2023 Summer (Two);S1EbmZGefts
2023-07-23T17:20:00+02:00;Nothing;[RuffledBricks](https://twitch.tv/RuffledBricks);ZXSpectrum;100%;;;0:21:00;ESA 2023 Summer (Two);gdt39a5IsEk
2023-07-24T10:00:00+02:00;Haiku the Robot;[xoneris](https://twitch.tv/xoneris);PC;Any%;;;0:36:29;ESA 2023 Summer (Two);S6AT_A00KnU
2023-07-24T15:08:00+02:00;Bebe's Kids;[lucha_gym](https://twitch.tv/lucha_gym);SNES;Any%;;;0:10:48;ESA 2023 Summer (Two);oIEytEhTFjU
2023-07-24T18:51:00+02:00;Rocket Knight Adventures;[Drakodan](https://twitch.tv/Drakodan);Genesis;Any% (Easy);;;0:29:04;ESA 2023 Summer (Two);bo28iPFxJ88
2023-07-26T10:00:00+02:00;Startropics;[nintendnat](https://twitch.tv/nintendnat);SwitchVC;Any%;;;1:18:41;ESA 2023 Summer (Two);Sr_zGcMf4fg
2023-07-26T15:09:00+02:00;LEGO Star Wars: The Compete Saga;[Shemcat](https://twitch.tv/Shemcat);DS;Free Play;;;0:43:05;ESA 2023 Summer (Two);64iCuLbyYws
2023-07-26T22:28:00+02:00;Sonic Robo Blast 2;[argick](https://twitch.tv/argick);PC;All Emeralds (Sonic);;;0:37:19;ESA 2023 Summer (Two);11sUX8PYQpc
2023-07-27T13:33:00+02:00;Barbie and the Three Musketeers;[YatogamiNL](https://twitch.tv/YatogamiNL);Wii;Any%;;;0:58:37;ESA 2023 Summer (Two);o_PHtVLtDIw
2023-07-28T12:18:00+02:00;Final Fantasy IX;[awesomewaves](https://twitch.tv/awesomewaves)|[thebroodles](https://twitch.tv/thebroodles);PlayStation 2;Any%;;;9:23:41;ESA 2023 Summer (Two);7Ue0zKzQqG4
2023-07-29T12:10:00+02:00;Mark of the Ninja;[LusTher](https://twitch.tv/LusTher);PC;Any% (NG+);;;0:24:08;ESA 2023 Summer (Two);xYogDh-wpg8
